pair,effective_date,rate
CZK/EUR,1993-01-04 ,34.497 
CZK/EUR,1993-01-05 ,34.732 
CZK/EUR,1993-01-06 ,34.876 
CZK/EUR,1993-01-07 ,34.744 
CZK/EUR,1993-01-08 ,34.626 
CZK/EUR,1993-01-11 ,35.081 
CZK/EUR,1993-01-12 ,35.137 
CZK/EUR,1993-01-13 ,34.895 
CZK/EUR,1993-01-14 ,35.100 
CZK/EUR,1993-01-15 ,35.020 
CZK/EUR,1993-01-18 ,35.044 
CZK/EUR,1993-01-19 ,35.224 
CZK/EUR,1993-01-20 ,35.351 
CZK/EUR,1993-01-21 ,35.038 
CZK/EUR,1993-01-22 ,35.143 
CZK/EUR,1993-01-25 ,35.681 
CZK/EUR,1993-01-26 ,35.669 
CZK/EUR,1993-01-27 ,35.234 
CZK/EUR,1993-01-28 ,35.283 
CZK/EUR,1993-01-29 ,34.863 
CZK/EUR,1993-02-01 ,34.363 
CZK/EUR,1993-02-02 ,34.611 
CZK/EUR,1993-02-03 ,34.354 
CZK/EUR,1993-02-04 ,34.267 
CZK/EUR,1993-02-05 ,34.300 
CZK/EUR,1993-02-08 ,34.576 
CZK/EUR,1993-02-09 ,34.261 
CZK/EUR,1993-02-10 ,34.480 
CZK/EUR,1993-02-11 ,34.015 
CZK/EUR,1993-02-12 ,34.391 
CZK/EUR,1993-02-15 ,34.030 
CZK/EUR,1993-02-16 ,34.449 
CZK/EUR,1993-02-17 ,34.591 
CZK/EUR,1993-02-18 ,33.989 
CZK/EUR,1993-02-19 ,34.309 
CZK/EUR,1993-02-22 ,34.468 
CZK/EUR,1993-02-23 ,34.357 
CZK/EUR,1993-02-24 ,34.442 
CZK/EUR,1993-02-25 ,34.111 
CZK/EUR,1993-02-26 ,33.966 
CZK/EUR,1993-03-01 ,34.095 
CZK/EUR,1993-03-02 ,34.429 
CZK/EUR,1993-03-03 ,34.418 
CZK/EUR,1993-03-04 ,34.319 
CZK/EUR,1993-03-05 ,34.327 
CZK/EUR,1993-03-08 ,33.964 
CZK/EUR,1993-03-09 ,34.167 
CZK/EUR,1993-03-10 ,33.980 
CZK/EUR,1993-03-11 ,33.957 
CZK/EUR,1993-03-12 ,34.063 
CZK/EUR,1993-03-15 ,33.967 
CZK/EUR,1993-03-16 ,34.113 
CZK/EUR,1993-03-17 ,34.022 
CZK/EUR,1993-03-18 ,34.084 
CZK/EUR,1993-03-19 ,34.626 
CZK/EUR,1993-03-22 ,34.334 
CZK/EUR,1993-03-23 ,34.310 
CZK/EUR,1993-03-24 ,34.270 
CZK/EUR,1993-03-25 ,34.184 
CZK/EUR,1993-03-26 ,34.264 
CZK/EUR,1993-03-29 ,34.457 
CZK/EUR,1993-03-30 ,34.315 
CZK/EUR,1993-03-31 ,34.632 
CZK/EUR,1993-04-01 ,34.500 
CZK/EUR,1993-04-02 ,34.899 
CZK/EUR,1993-04-05 ,34.509 
CZK/EUR,1993-04-06 ,34.478 
CZK/EUR,1993-04-07 ,34.459 
CZK/EUR,1993-04-08 ,34.468 
CZK/EUR,1993-04-13 ,35.031 
CZK/EUR,1993-04-14 ,34.973 
CZK/EUR,1993-04-15 ,34.565 
CZK/EUR,1993-04-16 ,34.604 
CZK/EUR,1993-04-19 ,34.544 
CZK/EUR,1993-04-20 ,35.119 
CZK/EUR,1993-04-21 ,34.550 
CZK/EUR,1993-04-22 ,34.758 
CZK/EUR,1993-04-23 ,34.831 
CZK/EUR,1993-04-26 ,35.394 
CZK/EUR,1993-04-27 ,35.039 
CZK/EUR,1993-04-28 ,34.759 
CZK/EUR,1993-04-29 ,35.237 
CZK/EUR,1993-04-30 ,35.081 
CZK/EUR,1993-05-03 ,34.889 
CZK/EUR,1993-05-04 ,35.285 
CZK/EUR,1993-05-05 ,35.118 
CZK/EUR,1993-05-06 ,34.945 
CZK/EUR,1993-05-07 ,35.180 
CZK/EUR,1993-05-10 ,34.717 
CZK/EUR,1993-05-11 ,34.489 
CZK/EUR,1993-05-12 ,34.861 
CZK/EUR,1993-05-13 ,34.663 
CZK/EUR,1993-05-14 ,34.746 
CZK/EUR,1993-05-17 ,34.855 
CZK/EUR,1993-05-18 ,34.413 
CZK/EUR,1993-05-19 ,34.749 
CZK/EUR,1993-05-21 ,34.753 
CZK/EUR,1993-05-24 ,34.396 
CZK/EUR,1993-05-25 ,34.710 
CZK/EUR,1993-05-26 ,34.802 
CZK/EUR,1993-05-27 ,34.832 
CZK/EUR,1993-05-28 ,35.108 
CZK/EUR,1993-06-01 ,34.882 
CZK/EUR,1993-06-02 ,34.790 
CZK/EUR,1993-06-03 ,34.672 
CZK/EUR,1993-06-04 ,34.851 
CZK/EUR,1993-06-07 ,34.233 
CZK/EUR,1993-06-08 ,34.709 
CZK/EUR,1993-06-09 ,34.528 
CZK/EUR,1993-06-10 ,34.474 
CZK/EUR,1993-06-11 ,34.703 
CZK/EUR,1993-06-14 ,34.768 
CZK/EUR,1993-06-15 ,34.658 
CZK/EUR,1993-06-16 ,34.298 
CZK/EUR,1993-06-17 ,34.307 
CZK/EUR,1993-06-18 ,34.343 
CZK/EUR,1993-06-21 ,33.940 
CZK/EUR,1993-06-22 ,34.334 
CZK/EUR,1993-06-23 ,34.010 
CZK/EUR,1993-06-24 ,34.010 
CZK/EUR,1993-06-25 ,34.179 
CZK/EUR,1993-06-28 ,34.065 
CZK/EUR,1993-06-29 ,34.425 
CZK/EUR,1993-06-30 ,34.416 
CZK/EUR,1993-07-01 ,34.053 
CZK/EUR,1993-07-02 ,34.493 
CZK/EUR,1993-07-07 ,34.137 
CZK/EUR,1993-07-08 ,34.052 
CZK/EUR,1993-07-09 ,33.738 
CZK/EUR,1993-07-12 ,33.669 
CZK/EUR,1993-07-13 ,34.037 
CZK/EUR,1993-07-14 ,33.833 
CZK/EUR,1993-07-15 ,34.095 
CZK/EUR,1993-07-16 ,33.792 
CZK/EUR,1993-07-19 ,34.061 
CZK/EUR,1993-07-20 ,34.030 
CZK/EUR,1993-07-21 ,34.118 
CZK/EUR,1993-07-22 ,33.847 
CZK/EUR,1993-07-23 ,33.659 
CZK/EUR,1993-07-26 ,33.697 
CZK/EUR,1993-07-27 ,33.879 
CZK/EUR,1993-07-28 ,33.823 
CZK/EUR,1993-07-29 ,33.935 
CZK/EUR,1993-07-30 ,33.290 
CZK/EUR,1993-08-02 ,33.487 
CZK/EUR,1993-08-03 ,33.903 
CZK/EUR,1993-08-04 ,33.790 
CZK/EUR,1993-08-05 ,33.627 
CZK/EUR,1993-08-06 ,33.555 
CZK/EUR,1993-08-09 ,33.754 
CZK/EUR,1993-08-10 ,33.378 
CZK/EUR,1993-08-11 ,33.236 
CZK/EUR,1993-08-12 ,33.321 
CZK/EUR,1993-08-13 ,33.357 
CZK/EUR,1993-08-16 ,33.347 
CZK/EUR,1993-08-17 ,33.665 
CZK/EUR,1993-08-18 ,33.499 
CZK/EUR,1993-08-19 ,33.765 
CZK/EUR,1993-08-20 ,33.712 
CZK/EUR,1993-08-23 ,33.909 
CZK/EUR,1993-08-24 ,33.649 
CZK/EUR,1993-08-25 ,33.720 
CZK/EUR,1993-08-26 ,33.679 
CZK/EUR,1993-08-27 ,33.928 
CZK/EUR,1993-08-30 ,33.664 
CZK/EUR,1993-08-31 ,33.672 
CZK/EUR,1993-09-01 ,33.680 
CZK/EUR,1993-09-02 ,33.847 
CZK/EUR,1993-09-03 ,33.753 
CZK/EUR,1993-09-06 ,34.284 
CZK/EUR,1993-09-07 ,33.835 
CZK/EUR,1993-09-08 ,33.953 
CZK/EUR,1993-09-09 ,34.220 
CZK/EUR,1993-09-10 ,34.201 
CZK/EUR,1993-09-13 ,34.246 
CZK/EUR,1993-09-14 ,34.028 
CZK/EUR,1993-09-15 ,34.415 
CZK/EUR,1993-09-16 ,34.342 
CZK/EUR,1993-09-17 ,33.695 
CZK/EUR,1993-09-20 ,33.925 
CZK/EUR,1993-09-21 ,34.312 
CZK/EUR,1993-09-22 ,33.614 
CZK/EUR,1993-09-23 ,33.814 
CZK/EUR,1993-09-24 ,33.436 
CZK/EUR,1993-09-27 ,34.260 
CZK/EUR,1993-09-28 ,33.895 
CZK/EUR,1993-09-29 ,34.261 
CZK/EUR,1993-09-30 ,33.724 
CZK/EUR,1993-10-01 ,33.454 
CZK/EUR,1993-10-04 ,34.042 
CZK/EUR,1993-10-05 ,34.051 
CZK/EUR,1993-10-06 ,33.697 
CZK/EUR,1993-10-07 ,33.982 
CZK/EUR,1993-10-08 ,34.053 
CZK/EUR,1993-10-11 ,34.180 
CZK/EUR,1993-10-12 ,33.997 
CZK/EUR,1993-10-13 ,33.739 
CZK/EUR,1993-10-14 ,33.675 
CZK/EUR,1993-10-15 ,33.482 
CZK/EUR,1993-10-18 ,33.595 
CZK/EUR,1993-10-19 ,33.421 
CZK/EUR,1993-10-20 ,33.501 
CZK/EUR,1993-10-21 ,33.514 
CZK/EUR,1993-10-22 ,33.291 
CZK/EUR,1993-10-25 ,33.570 
CZK/EUR,1993-10-26 ,33.416 
CZK/EUR,1993-10-27 ,33.616 
CZK/EUR,1993-10-29 ,33.575 
CZK/EUR,1993-11-01 ,33.324 
CZK/EUR,1993-11-02 ,33.338 
CZK/EUR,1993-11-03 ,33.535 
CZK/EUR,1993-11-04 ,33.611 
CZK/EUR,1993-11-05 ,33.405 
CZK/EUR,1993-11-08 ,33.703 
CZK/EUR,1993-11-09 ,33.530 
CZK/EUR,1993-11-10 ,33.355 
CZK/EUR,1993-11-11 ,33.500 
CZK/EUR,1993-11-12 ,33.344 
CZK/EUR,1993-11-15 ,33.671 
CZK/EUR,1993-11-16 ,33.430 
CZK/EUR,1993-11-17 ,33.291 
CZK/EUR,1993-11-18 ,33.540 
CZK/EUR,1993-11-19 ,33.399 
CZK/EUR,1993-11-22 ,33.519 
CZK/EUR,1993-11-23 ,33.453 
CZK/EUR,1993-11-24 ,33.571 
CZK/EUR,1993-11-25 ,33.381 
CZK/EUR,1993-11-26 ,33.390 
CZK/EUR,1993-11-29 ,33.350 
CZK/EUR,1993-11-30 ,33.518 
CZK/EUR,1993-12-01 ,33.283 
CZK/EUR,1993-12-02 ,33.361 
CZK/EUR,1993-12-03 ,33.422 
CZK/EUR,1993-12-06 ,33.711 
CZK/EUR,1993-12-07 ,33.785 
CZK/EUR,1993-12-08 ,33.560 
CZK/EUR,1993-12-09 ,33.657 
CZK/EUR,1993-12-10 ,33.812 
CZK/EUR,1993-12-13 ,33.651 
CZK/EUR,1993-12-14 ,33.388 
CZK/EUR,1993-12-15 ,33.497 
CZK/EUR,1993-12-16 ,33.604 
CZK/EUR,1993-12-17 ,33.689 
CZK/EUR,1993-12-20 ,33.562 
CZK/EUR,1993-12-21 ,33.744 
CZK/EUR,1993-12-22 ,33.742 
CZK/EUR,1993-12-23 ,33.848 
CZK/EUR,1993-12-27 ,33.647 
CZK/EUR,1993-12-28 ,33.760 
CZK/EUR,1993-12-29 ,33.455 
CZK/EUR,1993-12-30 ,33.275 
CZK/EUR,1993-12-31 ,33.420 
CZK/EUR,1994-01-03 ,33.487 
CZK/EUR,1994-01-04 ,33.469 
CZK/EUR,1994-01-05 ,33.618 
CZK/EUR,1994-01-06 ,33.532 
CZK/EUR,1994-01-07 ,33.520 
CZK/EUR,1994-01-10 ,33.728 
CZK/EUR,1994-01-11 ,33.390 
CZK/EUR,1994-01-12 ,33.615 
CZK/EUR,1994-01-13 ,33.502 
CZK/EUR,1994-01-14 ,33.320 
CZK/EUR,1994-01-17 ,33.486 
CZK/EUR,1994-01-18 ,33.583 
CZK/EUR,1994-01-19 ,33.674 
CZK/EUR,1994-01-20 ,33.563 
CZK/EUR,1994-01-21 ,33.745 
CZK/EUR,1994-01-24 ,33.379 
CZK/EUR,1994-01-25 ,33.573 
CZK/EUR,1994-01-26 ,33.655 
CZK/EUR,1994-01-27 ,33.650 
CZK/EUR,1994-01-28 ,33.728 
CZK/EUR,1994-01-31 ,33.550 
CZK/EUR,1994-02-01 ,33.833 
CZK/EUR,1994-02-02 ,33.693 
CZK/EUR,1994-02-03 ,33.572 
CZK/EUR,1994-02-04 ,33.611 
CZK/EUR,1994-02-07 ,33.312 
CZK/EUR,1994-02-08 ,33.489 
CZK/EUR,1994-02-09 ,33.453 
CZK/EUR,1994-02-10 ,33.438 
CZK/EUR,1994-02-11 ,33.574 
CZK/EUR,1994-02-14 ,33.619 
CZK/EUR,1994-02-15 ,33.833 
CZK/EUR,1994-02-16 ,33.703 
CZK/EUR,1994-02-17 ,33.582 
CZK/EUR,1994-02-18 ,33.735 
CZK/EUR,1994-02-21 ,33.517 
CZK/EUR,1994-02-22 ,33.455 
CZK/EUR,1994-02-23 ,33.678 
CZK/EUR,1994-02-24 ,33.481 
CZK/EUR,1994-02-25 ,33.898 
CZK/EUR,1994-02-28 ,33.725 
CZK/EUR,1994-03-01 ,33.930 
CZK/EUR,1994-03-02 ,33.725 
CZK/EUR,1994-03-03 ,33.558 
CZK/EUR,1994-03-04 ,33.626 
CZK/EUR,1994-03-07 ,33.580 
CZK/EUR,1994-03-08 ,33.765 
CZK/EUR,1994-03-09 ,33.758 
CZK/EUR,1994-03-10 ,33.977 
CZK/EUR,1994-03-11 ,33.983 
CZK/EUR,1994-03-14 ,33.748 
CZK/EUR,1994-03-15 ,33.636 
CZK/EUR,1994-03-16 ,33.724 
CZK/EUR,1994-03-17 ,34.011 
CZK/EUR,1994-03-18 ,33.720 
CZK/EUR,1994-03-21 ,33.621 
CZK/EUR,1994-03-22 ,33.870 
CZK/EUR,1994-03-23 ,33.722 
CZK/EUR,1994-03-24 ,33.847 
CZK/EUR,1994-03-25 ,34.058 
CZK/EUR,1994-03-28 ,33.683 
CZK/EUR,1994-03-29 ,33.905 
CZK/EUR,1994-03-30 ,33.685 
CZK/EUR,1994-03-31 ,33.951 
CZK/EUR,1994-04-05 ,33.517 
CZK/EUR,1994-04-06 ,33.354 
CZK/EUR,1994-04-07 ,33.697 
CZK/EUR,1994-04-08 ,33.678 
CZK/EUR,1994-04-11 ,33.797 
CZK/EUR,1994-04-12 ,33.518 
CZK/EUR,1994-04-13 ,33.669 
CZK/EUR,1994-04-14 ,33.769 
CZK/EUR,1994-04-15 ,33.665 
CZK/EUR,1994-04-18 ,33.677 
CZK/EUR,1994-04-19 ,33.840 
CZK/EUR,1994-04-20 ,33.887 
CZK/EUR,1994-04-21 ,33.918 
CZK/EUR,1994-04-22 ,33.741 
CZK/EUR,1994-04-25 ,34.019 
CZK/EUR,1994-04-26 ,33.781 
CZK/EUR,1994-04-27 ,34.026 
CZK/EUR,1994-04-28 ,33.897 
CZK/EUR,1994-04-29 ,34.266 
CZK/EUR,1994-05-02 ,34.216 
CZK/EUR,1994-05-03 ,34.241 
CZK/EUR,1994-05-04 ,34.064 
CZK/EUR,1994-05-05 ,33.589 
CZK/EUR,1994-05-06 ,33.871 
CZK/EUR,1994-05-09 ,34.108 
CZK/EUR,1994-05-10 ,33.771 
CZK/EUR,1994-05-11 ,33.612 
CZK/EUR,1994-05-13 ,33.838 
CZK/EUR,1994-05-16 ,33.895 
CZK/EUR,1994-05-17 ,33.982 
CZK/EUR,1994-05-18 ,34.081 
CZK/EUR,1994-05-19 ,34.179 
CZK/EUR,1994-05-20 ,34.147 
CZK/EUR,1994-05-24 ,34.012 
CZK/EUR,1994-05-25 ,33.971 
CZK/EUR,1994-05-26 ,34.193 
CZK/EUR,1994-05-27 ,34.004 
CZK/EUR,1994-05-30 ,34.094 
CZK/EUR,1994-05-31 ,34.187 
CZK/EUR,1994-06-01 ,34.056 
CZK/EUR,1994-06-02 ,34.068 
CZK/EUR,1994-06-03 ,33.780 
CZK/EUR,1994-06-06 ,33.774 
CZK/EUR,1994-06-07 ,33.963 
CZK/EUR,1994-06-08 ,34.022 
CZK/EUR,1994-06-09 ,33.923 
CZK/EUR,1994-06-10 ,34.005 
CZK/EUR,1994-06-13 ,34.240 
CZK/EUR,1994-06-14 ,34.280 
CZK/EUR,1994-06-15 ,34.156 
CZK/EUR,1994-06-16 ,34.291 
CZK/EUR,1994-06-17 ,34.031 
CZK/EUR,1994-06-20 ,34.851 
CZK/EUR,1994-06-21 ,34.320 
CZK/EUR,1994-06-22 ,34.283 
CZK/EUR,1994-06-23 ,34.213 
CZK/EUR,1994-06-24 ,34.541 
CZK/EUR,1994-06-27 ,34.579 
CZK/EUR,1994-06-28 ,34.251 
CZK/EUR,1994-06-29 ,34.481 
CZK/EUR,1994-06-30 ,34.041 
CZK/EUR,1994-07-01 ,34.223 
CZK/EUR,1994-07-04 ,34.387 
CZK/EUR,1994-07-07 ,34.632 
CZK/EUR,1994-07-08 ,34.404 
CZK/EUR,1994-07-11 ,34.884 
CZK/EUR,1994-07-12 ,35.037 
CZK/EUR,1994-07-13 ,34.615 
CZK/EUR,1994-07-14 ,34.446 
CZK/EUR,1994-07-15 ,34.370 
CZK/EUR,1994-07-18 ,34.716 
CZK/EUR,1994-07-19 ,34.388 
CZK/EUR,1994-07-20 ,34.070 
CZK/EUR,1994-07-21 ,34.688 
CZK/EUR,1994-07-22 ,33.808 
CZK/EUR,1994-07-25 ,34.364 
CZK/EUR,1994-07-26 ,34.319 
CZK/EUR,1994-07-27 ,34.549 
CZK/EUR,1994-07-28 ,34.566 
CZK/EUR,1994-07-29 ,34.003 
CZK/EUR,1994-08-01 ,34.740 
CZK/EUR,1994-08-02 ,34.293 
CZK/EUR,1994-08-03 ,34.258 
CZK/EUR,1994-08-04 ,34.575 
CZK/EUR,1994-08-05 ,34.129 
CZK/EUR,1994-08-08 ,34.401 
CZK/EUR,1994-08-09 ,34.248 
CZK/EUR,1994-08-10 ,34.537 
CZK/EUR,1994-08-11 ,34.208 
CZK/EUR,1994-08-12 ,34.850 
CZK/EUR,1994-08-15 ,34.338 
CZK/EUR,1994-08-16 ,34.270 
CZK/EUR,1994-08-17 ,34.273 
CZK/EUR,1994-08-18 ,34.579 
CZK/EUR,1994-08-19 ,34.635 
CZK/EUR,1994-08-22 ,34.569 
CZK/EUR,1994-08-23 ,34.548 
CZK/EUR,1994-08-24 ,34.353 
CZK/EUR,1994-08-25 ,34.386 
CZK/EUR,1994-08-26 ,34.574 
CZK/EUR,1994-08-29 ,33.830 
CZK/EUR,1994-08-30 ,34.186 
CZK/EUR,1994-08-31 ,34.370 
CZK/EUR,1994-09-01 ,34.316 
CZK/EUR,1994-09-02 ,34.448 
CZK/EUR,1994-09-05 ,34.827 
CZK/EUR,1994-09-06 ,34.645 
CZK/EUR,1994-09-07 ,34.408 
CZK/EUR,1994-09-08 ,34.387 
CZK/EUR,1994-09-09 ,34.230 
CZK/EUR,1994-09-12 ,34.823 
CZK/EUR,1994-09-13 ,34.495 
CZK/EUR,1994-09-14 ,34.627 
CZK/EUR,1994-09-15 ,34.466 
CZK/EUR,1994-09-16 ,34.567 
CZK/EUR,1994-09-19 ,34.723 
CZK/EUR,1994-09-20 ,34.448 
CZK/EUR,1994-09-21 ,34.700 
CZK/EUR,1994-09-22 ,34.625 
CZK/EUR,1994-09-23 ,34.597 
CZK/EUR,1994-09-26 ,34.435 
CZK/EUR,1994-09-27 ,34.649 
CZK/EUR,1994-09-28 ,34.740 
CZK/EUR,1994-09-29 ,34.575 
CZK/EUR,1994-09-30 ,34.674 
CZK/EUR,1994-10-03 ,34.436 
CZK/EUR,1994-10-04 ,34.743 
CZK/EUR,1994-10-05 ,34.788 
CZK/EUR,1994-10-06 ,34.679 
CZK/EUR,1994-10-07 ,34.744 
CZK/EUR,1994-10-10 ,34.491 
CZK/EUR,1994-10-11 ,34.680 
CZK/EUR,1994-10-12 ,34.662 
CZK/EUR,1994-10-13 ,34.624 
CZK/EUR,1994-10-14 ,35.011 
CZK/EUR,1994-10-17 ,35.168 
CZK/EUR,1994-10-18 ,34.931 
CZK/EUR,1994-10-19 ,34.910 
CZK/EUR,1994-10-20 ,34.867 
CZK/EUR,1994-10-21 ,35.105 
CZK/EUR,1994-10-24 ,34.753 
CZK/EUR,1994-10-25 ,35.143 
CZK/EUR,1994-10-26 ,34.883 
CZK/EUR,1994-10-27 ,35.026 
CZK/EUR,1994-10-31 ,34.601 
CZK/EUR,1994-11-01 ,35.154 
CZK/EUR,1994-11-02 ,34.989 
CZK/EUR,1994-11-03 ,34.477 
CZK/EUR,1994-11-04 ,34.582 
CZK/EUR,1994-11-07 ,34.904 
CZK/EUR,1994-11-08 ,34.804 
CZK/EUR,1994-11-09 ,34.427 
CZK/EUR,1994-11-10 ,34.661 
CZK/EUR,1994-11-11 ,34.655 
CZK/EUR,1994-11-14 ,34.327 
CZK/EUR,1994-11-15 ,34.606 
CZK/EUR,1994-11-16 ,34.249 
CZK/EUR,1994-11-17 ,34.574 
CZK/EUR,1994-11-18 ,34.367 
CZK/EUR,1994-11-21 ,34.357 
CZK/EUR,1994-11-22 ,34.628 
CZK/EUR,1994-11-23 ,34.542 
CZK/EUR,1994-11-24 ,34.269 
CZK/EUR,1994-11-25 ,34.399 
CZK/EUR,1994-11-28 ,34.238 
CZK/EUR,1994-11-29 ,34.433 
CZK/EUR,1994-11-30 ,34.301 
CZK/EUR,1994-12-01 ,34.470 
CZK/EUR,1994-12-02 ,34.254 
CZK/EUR,1994-12-05 ,34.312 
CZK/EUR,1994-12-06 ,34.486 
CZK/EUR,1994-12-07 ,34.414 
CZK/EUR,1994-12-08 ,34.191 
CZK/EUR,1994-12-09 ,34.173 
CZK/EUR,1994-12-12 ,34.340 
CZK/EUR,1994-12-13 ,34.319 
CZK/EUR,1994-12-14 ,34.280 
CZK/EUR,1994-12-15 ,34.273 
CZK/EUR,1994-12-16 ,34.301 
CZK/EUR,1994-12-19 ,34.186 
CZK/EUR,1994-12-20 ,34.326 
CZK/EUR,1994-12-21 ,34.286 
CZK/EUR,1994-12-22 ,34.095 
CZK/EUR,1994-12-23 ,34.235 
CZK/EUR,1994-12-27 ,34.172 
CZK/EUR,1994-12-28 ,34.229 
CZK/EUR,1994-12-29 ,34.647 
CZK/EUR,1994-12-30 ,34.501 
CZK/EUR,1995-01-02 ,34.172 
CZK/EUR,1995-01-03 ,34.220 
CZK/EUR,1995-01-04 ,34.303 
CZK/EUR,1995-01-05 ,34.411 
CZK/EUR,1995-01-06 ,34.421 
CZK/EUR,1995-01-09 ,34.155 
CZK/EUR,1995-01-10 ,34.681 
CZK/EUR,1995-01-11 ,34.385 
CZK/EUR,1995-01-12 ,34.364 
CZK/EUR,1995-01-13 ,34.420 
CZK/EUR,1995-01-16 ,34.287 
CZK/EUR,1995-01-17 ,34.533 
CZK/EUR,1995-01-18 ,34.513 
CZK/EUR,1995-01-19 ,34.319 
CZK/EUR,1995-01-20 ,34.847 
CZK/EUR,1995-01-23 ,34.533 
CZK/EUR,1995-01-24 ,34.602 
CZK/EUR,1995-01-25 ,34.649 
CZK/EUR,1995-01-26 ,34.373 
CZK/EUR,1995-01-27 ,34.502 
CZK/EUR,1995-01-30 ,34.541 
CZK/EUR,1995-01-31 ,34.565 
CZK/EUR,1995-02-01 ,34.150 
CZK/EUR,1995-02-02 ,34.555 
CZK/EUR,1995-02-03 ,34.418 
CZK/EUR,1995-02-06 ,34.153 
CZK/EUR,1995-02-07 ,34.292 
CZK/EUR,1995-02-08 ,34.326 
CZK/EUR,1995-02-09 ,34.412 
CZK/EUR,1995-02-10 ,34.369 
CZK/EUR,1995-02-13 ,34.581 
CZK/EUR,1995-02-14 ,34.390 
CZK/EUR,1995-02-15 ,34.653 
CZK/EUR,1995-02-16 ,34.744 
CZK/EUR,1995-02-17 ,34.807 
CZK/EUR,1995-02-20 ,34.704 
CZK/EUR,1995-02-21 ,34.505 
CZK/EUR,1995-02-22 ,34.416 
CZK/EUR,1995-02-23 ,34.571 
CZK/EUR,1995-02-24 ,34.561 
CZK/EUR,1995-02-27 ,34.620 
CZK/EUR,1995-02-28 ,34.350 
CZK/EUR,1995-03-01 ,34.412 
CZK/EUR,1995-03-02 ,34.492 
CZK/EUR,1995-03-03 ,34.722 
CZK/EUR,1995-03-06 ,35.520 
CZK/EUR,1995-03-07 ,34.675 
CZK/EUR,1995-03-08 ,34.979 
CZK/EUR,1995-03-09 ,34.123 
CZK/EUR,1995-03-10 ,34.169 
CZK/EUR,1995-03-13 ,34.417 
CZK/EUR,1995-03-14 ,34.369 
CZK/EUR,1995-03-15 ,34.419 
CZK/EUR,1995-03-16 ,35.005 
CZK/EUR,1995-03-17 ,34.481 
CZK/EUR,1995-03-20 ,34.135 
CZK/EUR,1995-03-21 ,34.476 
CZK/EUR,1995-03-22 ,34.185 
CZK/EUR,1995-03-23 ,34.683 
CZK/EUR,1995-03-24 ,34.333 
CZK/EUR,1995-03-27 ,34.351 
CZK/EUR,1995-03-28 ,34.784 
CZK/EUR,1995-03-29 ,34.976 
CZK/EUR,1995-03-30 ,34.007 
CZK/EUR,1995-03-31 ,34.580 
CZK/EUR,1995-04-03 ,34.784 
CZK/EUR,1995-04-04 ,34.548 
CZK/EUR,1995-04-05 ,34.780 
CZK/EUR,1995-04-06 ,34.626 
CZK/EUR,1995-04-07 ,34.659 
CZK/EUR,1995-04-10 ,34.271 
CZK/EUR,1995-04-11 ,34.426 
CZK/EUR,1995-04-12 ,34.816 
CZK/EUR,1995-04-13 ,34.780 
CZK/EUR,1995-04-18 ,35.238 
CZK/EUR,1995-04-19 ,34.754 
CZK/EUR,1995-04-20 ,34.360 
CZK/EUR,1995-04-21 ,34.453 
CZK/EUR,1995-04-24 ,35.088 
CZK/EUR,1995-04-25 ,34.677 
CZK/EUR,1995-04-26 ,34.458 
CZK/EUR,1995-04-27 ,34.688 
CZK/EUR,1995-04-28 ,34.475 
CZK/EUR,1995-05-02 ,34.678 
CZK/EUR,1995-05-03 ,34.859 
CZK/EUR,1995-05-04 ,34.668 
CZK/EUR,1995-05-05 ,34.742 
CZK/EUR,1995-05-09 ,34.824 
CZK/EUR,1995-05-10 ,34.612 
CZK/EUR,1995-05-11 ,34.139 
CZK/EUR,1995-05-12 ,33.887 
CZK/EUR,1995-05-15 ,34.628 
CZK/EUR,1995-05-16 ,34.408 
CZK/EUR,1995-05-17 ,34.686 
CZK/EUR,1995-05-18 ,34.230 
CZK/EUR,1995-05-19 ,34.477 
CZK/EUR,1995-05-22 ,34.281 
CZK/EUR,1995-05-23 ,34.525 
CZK/EUR,1995-05-24 ,34.257 
CZK/EUR,1995-05-26 ,35.613 
CZK/EUR,1995-05-29 ,34.770 
CZK/EUR,1995-05-30 ,34.764 
CZK/EUR,1995-05-31 ,34.868 
CZK/EUR,1995-06-01 ,33.885 
CZK/EUR,1995-06-02 ,35.076 
CZK/EUR,1995-06-06 ,34.640 
CZK/EUR,1995-06-07 ,34.809 
CZK/EUR,1995-06-08 ,34.627 
CZK/EUR,1995-06-09 ,35.055 
CZK/EUR,1995-06-12 ,34.713 
CZK/EUR,1995-06-13 ,34.847 
CZK/EUR,1995-06-14 ,34.630 
CZK/EUR,1995-06-15 ,34.766 
CZK/EUR,1995-06-16 ,34.795 
CZK/EUR,1995-06-19 ,34.951 
CZK/EUR,1995-06-20 ,34.917 
CZK/EUR,1995-06-21 ,34.849 
CZK/EUR,1995-06-22 ,35.019 
CZK/EUR,1995-06-23 ,34.643 
CZK/EUR,1995-06-26 ,34.984 
CZK/EUR,1995-06-27 ,34.900 
CZK/EUR,1995-06-28 ,34.804 
CZK/EUR,1995-06-29 ,34.751 
CZK/EUR,1995-06-30 ,35.081 
CZK/EUR,1995-07-03 ,34.945 
CZK/EUR,1995-07-04 ,34.892 
CZK/EUR,1995-07-07 ,34.867 
CZK/EUR,1995-07-10 ,34.785 
CZK/EUR,1995-07-11 ,34.779 
CZK/EUR,1995-07-12 ,34.837 
CZK/EUR,1995-07-13 ,34.891 
